Year,Month,Date,State,State_Clean,Station,Station_Clean,Monitored,Available,Power generation report for NTPC Station under (Dated) program,Power generation under todays actual,Coal Stock,Outage,Daily_Capacity_Factor,Zero_Gen_Flag,Zero_Gen_Check_Count,Capacity_Category,
2020,August-2020 ,8/11/2020,Bihar,Bihar,BARH IIUnit 4,BARH II UNIT 4,660,660,11.39,10.54,44.00,0.00,66.54,OK,0,High Capacity,
2021,May-2021 ,5/13/2021,Uttar Pradesh,Uttar Pradesh,SINGRAULI STPSUnit 1,SINGRAULI STPS UNIT 1,200,200,4.76,4.31,13.00,0.00,89.79,OK,0,Low Capacity,
2023,December-2023 ,12/13/2023,Odisha,Odisha,TALCHER STPSUnit 5,TALCHER STPS UNIT 5,500,500,11.61,11.64,11.00,0.00,97.00,OK,0,Low Capacity,
2026,January-2026 ,1/20/2026,Odisha,Odisha,TALCHER STPSUnit 2,TALCHER STPS UNIT 2,500,500,11.10,11.13,20.00,0.00,92.75,OK,0,Low Capacity,
2023,July-2026 ,7/14/2023,Kerala,Kerala,R. GANDHI CCPP (Liq.),R. GANDHI CCPP (LIQ.),360,0,0.00,0.00,0.00,359.58,0.00,OK,0,Low Capacity,
2021,October-2021 ,10/18/2021,Uttar Pradesh,Uttar Pradesh,DADRI (NCTPP)Unit 6,DADRI (NCTPP) UNIT 6,490,490,2.74,6.89,3.00,0.00,58.59,OK,0,Low Capacity,
2020,March-2020 ,3/15/2020,Madhya Pradesh,Madhya Pradesh,KHARGONE STPPUnit 1,KHARGONE STPP UNIT 1,660,0,4.74,0.00,0.00,660.00,0.00,OK,0,Low Capacity,
2020,September-2020 ,9/29/2020,Bihar,Bihar,KAHALGAON TPSUnit 7,KAHALGAON TPS UNIT 7,500,500,8.33,7.30,17.00,0.00,60.83,OK,0,Low Capacity,
2024,February-2024 ,2/20/2024,Telangana,Telangana,RAMAGUNDEM STPSUnit 6,RAMAGUNDEM STPS UNIT 6,500,500,10.93,9.25,22.00,0.00,77.08,OK,0,Low Capacity,
2024,March-2024 ,3/9/2024,Bihar,Bihar,BARAUNI TPSUnit 9,BARAUNI TPS UNIT 9,250,250,5.10,5.69,17.00,0.00,94.83,OK,0,Low Capacity,
2017,December-2017 ,12/1/2017,Chhattisgarh,Chhattisgarh,SIPAT STPSUnit 2,SIPAT STPS UNIT 2,660,660,13.39,15.92,0.00,0.00,100.51,OK,0,High Capacity,
2025,January-2025 ,1/17/2025,Jharkhand,Jharkhand,NORTH KARANPURA TPPUnit 1,NORTH KARANPURA TPP UNIT 1,660,660,14.26,15.35,11.00,0.00,96.91,OK,0,High Capacity,
2022,June-2022 ,6/4/2022,Madhya Pradesh,Madhya Pradesh,VINDHYACHAL STPSUnit 13,VINDHYACHAL STPS UNIT 13,500,500,10.67,11.96,23.00,0.00,99.67,OK,0,Low Capacity,
2025,February-2025 ,2/27/2025,Assam,Assam,BONGAIGAON TPPUnit 1,BONGAIGAON TPP UNIT 1,250,250,5.54,4.48,29.00,0.00,74.67,OK,0,Low Capacity,
2018,August-2018 ,8/19/2018,Telangana,Telangana,RAMAGUNDEM STPSUnit 1,RAMAGUNDEM STPS UNIT 1,200,200,4.13,3.07,0.00,0.00,63.96,OK,0,Low Capacity,
2022,November-2022 ,11/19/2022,Telangana,Telangana,RAMAGUNDEM STPSUnit 1,RAMAGUNDEM STPS UNIT 1,200,0,4.53,0.00,15.00,200.00,0.00,OK,0,Low Capacity,
2022,June-2022 ,6/25/2022,Uttar Pradesh,Uttar Pradesh,TANDA TPSUnit 3,TANDA TPS UNIT 3,110,110,1.67,2.07,4.00,0.00,78.41,OK,0,Low Capacity,
2022,September-2022 ,9/16/2022,Uttar Pradesh,Uttar Pradesh,DADRI (NCTPP)Unit 3,DADRI (NCTPP) UNIT 3,210,210,1.67,2.96,5.00,0.00,58.73,OK,0,Low Capacity,
2020,October-2020 ,10/24/2020,West Bengal,West Bengal,FARAKKA STPSUnit 3,FARAKKA STPS UNIT 3,200,0,3.48,0.00,20.00,200.00,0.00,OK,0,Low Capacity,
2019,August-2019 ,8/17/2019,Uttar Pradesh,Uttar Pradesh,SINGRAULI STPSUnit 1,SINGRAULI STPS UNIT 1,200,200,4.68,4.07,20.00,0.00,84.79,OK,0,Low Capacity,
2018,June-2018 ,6/15/2018,Andhra Pradesh,Andhra Pradesh,SIMHADRIUnit 3,SIMHADRI UNIT 3,500,0,9.03,0.00,0.00,500.00,0.00,OK,0,Low Capacity,
2023,October-2023 ,10/13/2023,West Bengal,West Bengal,FARAKKA STPSUnit 3,FARAKKA STPS UNIT 3,200,200,3.77,4.41,1.00,0.00,91.88,OK,0,Low Capacity,
2021,June-2021 ,6/2/2021,Bihar,Bihar,KAHALGAON TPSUnit 4,KAHALGAON TPS UNIT 4,210,210,2.97,4.61,6.00,0.00,91.47,OK,0,Low Capacity,
2024,June-2024 ,6/8/2024,Chhattisgarh,Chhattisgarh,KORBA STPSUnit 5,KORBA STPS UNIT 5,500,500,11.63,11.77,8.00,0.00,98.08,OK,0,Low Capacity,
2022,January-2022 ,1/28/2022,Bihar,Bihar,BARH IIUnit 4,BARH II UNIT 4,660,660,12.16,12.51,12.00,0.00,78.98,OK,0,High Capacity,
2024,January-2024 ,1/11/2024,Uttar Pradesh,Uttar Pradesh,SINGRAULI STPSUnit 1,SINGRAULI STPS UNIT 1,200,200,4.65,2.42,15.00,0.00,50.42,OK,0,Low Capacity,
2023,November-2023 ,11/17/2023,Bihar,Bihar,BARH STPSUnit 2,BARH STPS UNIT 2,660,660,10.90,10.12,12.00,0.00,63.89,OK,0,High Capacity,
2025,July-2025 ,7/16/2025,Uttar Pradesh,Uttar Pradesh,UNCHAHAR TPSUnit 3,UNCHAHAR TPS UNIT 3,210,210,4.03,3.87,28.00,0.00,76.79,OK,0,Low Capacity,
2018,September-2018 ,9/11/2018,Rajasthan,Rajasthan,ANTA CCPP,ANTA CCPP,419,0,1.88,0.00,0.00,419.33,0.00,OK,0,Low Capacity,
2019,June-2019 ,6/21/2019,Uttar Pradesh,Uttar Pradesh,SINGRAULI STPSUnit 6,SINGRAULI STPS UNIT 6,500,500,9.67,11.62,17.00,0.00,96.83,OK,0,Low Capacity,
2022,November-2022 ,11/3/2022,Uttar Pradesh,Uttar Pradesh,SINGRAULI STPSUnit 2,SINGRAULI STPS UNIT 2,200,200,3.63,4.88,13.00,0.00,101.67,OK,0,Low Capacity,
2023,December-2023 ,12/8/2023,Andhra Pradesh,Andhra Pradesh,SIMHADRIUnit 1,SIMHADRI UNIT 1,500,0,0.00,0.00,8.00,500.00,0.00,OK,0,Low Capacity,
2024,June-2024 ,6/3/2024,Karnataka,Karnataka,KUDGI STPPUnit 1,KUDGI STPP UNIT 1,800,800,13.70,12.81,16.00,0.00,66.72,OK,0,High Capacity,
2023,April-2023 ,4/20/2023,Odisha,Odisha,TALCHER STPSUnit 5,TALCHER STPS UNIT 5,500,500,11.60,11.64,8.00,0.00,97.00,OK,0,Low Capacity,
2021,December-2021 ,12/14/2021,Uttar Pradesh,Uttar Pradesh,DADRI (NCTPP)Unit 6,DADRI (NCTPP) UNIT 6,490,0,2.74,0.00,27.00,490.00,0.00,OK,0,Low Capacity,
2019,March-2019 ,3/14/2019,Uttar Pradesh,Uttar Pradesh,UNCHAHAR TPSUnit 5,UNCHAHAR TPS UNIT 5,210,210,3.81,3.08,0.00,0.00,61.11,OK,0,Low Capacity,
2018,October-2018 ,10/26/2018,Odisha,Odisha,TALCHER STPSUnit 6,TALCHER STPS UNIT 6,500,500,10.10,9.87,0.00,0.00,82.25,OK,0,Low Capacity,
2024,June-2024 ,6/21/2024,Uttar Pradesh,Uttar Pradesh,UNCHAHAR TPSUnit 4,UNCHAHAR TPS UNIT 4,210,210,4.83,4.20,20.00,0.00,83.33,OK,0,Low Capacity,
2018,April-2018 ,4/29/2018,Madhya Pradesh,Madhya Pradesh,VINDHYACHAL STPSUnit 11,VINDHYACHAL STPS UNIT 11,500,500,8.87,11.21,0.00,0.00,93.42,OK,0,Low Capacity,
2020,March-2020 ,3/11/2020,Bihar,Bihar,KAHALGAON TPSUnit 5,KAHALGAON TPS UNIT 5,500,500,9.32,8.98,8.00,0.00,74.83,OK,0,Low Capacity,
2022,July-2022 ,7/28/2022,Bihar,Bihar,BARAUNI TPSUnit 9,BARAUNI TPS UNIT 9,250,250,2.42,5.71,14.00,0.00,95.17,OK,0,Low Capacity,
2019,August-2019 ,8/14/2019,Odisha,Odisha,TALCHER STPSUnit 2,TALCHER STPS UNIT 2,500,500,9.90,10.01,1.00,0.00,83.42,OK,0,Low Capacity,
2022,September-2022 ,9/18/2022,Telangana,Telangana,RAMAGUNDEM STPSUnit 7,RAMAGUNDEM STPS UNIT 7,500,500,10.87,8.06,3.00,0.00,67.17,OK,0,Low Capacity,
2023,May-2023 ,5/5/2023,West Bengal,West Bengal,FARAKKA STPSUnit 2,FARAKKA STPS UNIT 2,200,200,3.87,4.75,10.00,0.00,98.96,OK,0,Low Capacity,
2022,February-2022 ,2/26/2022,Madhya Pradesh,Madhya Pradesh,VINDHYACHAL STPSUnit 11,VINDHYACHAL STPS UNIT 11,500,500,11.33,12.23,22.00,0.00,101.92,OK,0,Low Capacity,
2020,August-2020 ,8/19/2020,Uttar Pradesh,Uttar Pradesh,SINGRAULI STPSUnit 3,SINGRAULI STPS UNIT 3,200,200,4.06,4.79,13.00,0.00,99.79,OK,0,Low Capacity,
2019,August-2019 ,8/16/2019,Odisha,Odisha,TALCHER (OLD) TPSUnit 3,TALCHER (OLD) TPS UNIT 3,60,0,1.25,0.00,6.00,60.00,0.00,OK,0,Low Capacity,
2021,June-2021 ,6/8/2021,Telangana,Telangana,RAMAGUNDEM STPSUnit 4,RAMAGUNDEM STPS UNIT 4,500,500,9.13,10.99,9.00,0.00,91.58,OK,0,Low Capacity,
2022,June-2022 ,6/2/2022,Bihar,Bihar,KAHALGAON TPSUnit 6,KAHALGAON TPS UNIT 6,500,500,11.20,11.72,9.00,0.00,97.67,OK,0,Low Capacity,
2024,December-2024 ,12/20/2024,Telangana,Telangana,RAMAGUNDEM STPSUnit 4,RAMAGUNDEM STPS UNIT 4,500,0,10.97,0.00,23.00,500.00,0.00,OK,0,Low Capacity,
2021,Jul-2021,04-Jul-2021,Jharkhand,,NORTH KARANPURA TPP_Unit 1,NORTH KARANPURA TPP UNIT 1,0,0,0,0,0,0,0,,,,
2018,September-2018 ,9/15/2018,Odisha,Odisha,TALCHER STPSUnit 6,TALCHER STPS UNIT 6,500,500,10.12,12.01,0.00,0.00,100.08,OK,0,Low Capacity,
2024,November-2024 ,11/23/2024,Chhattisgarh,Chhattisgarh,KORBA STPSUnit 5,KORBA STPS UNIT 5,500,500,11.63,11.85,11.00,0.00,98.75,OK,0,Low Capacity,
2017,December-2017 ,12/27/2017,Gujarat,Gujarat,KAWAS CCPP,KAWAS CCPP,656,338,3.50,5.88,0.00,318.00,37.34,OK,0,Low Capacity,
2020,June-2020 ,6/24/2020,Madhya Pradesh,Madhya Pradesh,KHARGONE STPPUnit 2,KHARGONE STPP UNIT 2,660,0,11.90,0.00,0.00,660.00,0.00,OK,0,Low Capacity,
2021,January-2021 ,1/24/2021,Assam,Assam,BONGAIGAON TPPUnit 2,BONGAIGAON TPP UNIT 2,250,250,4.52,3.41,48.00,0.00,56.83,OK,0,Low Capacity,
2023,November-2023 ,11/2/2023,Odisha,Odisha,TALCHER STPSUnit 6,TALCHER STPS UNIT 6,500,500,11.60,11.83,7.00,0.00,98.58,OK,0,Low Capacity,
2018,October-2018 ,10/11/2018,Uttar Pradesh,Uttar Pradesh,RIHAND STPSUnit 3,RIHAND STPS UNIT 3,500,500,10.27,11.91,0.00,0.00,99.25,OK,0,Low Capacity,
2022,July-2022 ,7/29/2022,Odisha,Odisha,DARLIPALI STPSUnit 1,DARLIPALI STPS UNIT 1,800,800,19.00,19.01,23.00,0.00,99.01,OK,0,High Capacity,
2017,December-2017 ,12/17/2017,West Bengal,West Bengal,FARAKKA STPSUnit 2,FARAKKA STPS UNIT 2,200,200,3.55,4.06,0.00,0.00,84.58,OK,0,Low Capacity,
2019,January-2019 ,1/7/2019,Telangana,Telangana,RAMAGUNDEM STPSUnit 7,RAMAGUNDEM STPS UNIT 7,500,500,10.10,10.89,0.00,0.00,90.75,OK,0,Low Capacity,
2021,March-2021 ,3/2/2021,Bihar,Bihar,KAHALGAON TPSUnit 2,KAHALGAON TPS UNIT 2,210,210,3.84,4.86,17.00,0.00,96.43,OK,0,Low Capacity,
2019,August-2019 ,8/29/2019,Madhya Pradesh,Madhya Pradesh,VINDHYACHAL STPSUnit 9,VINDHYACHAL STPS UNIT 9,500,500,9.84,11.72,10.00,0.00,97.67,OK,0,Low Capacity,
2020,Aug-2020,19-Aug-2020,Bihar,,BARH I_Unit 2,BARH I UNIT 2,0,0,0,0,0,0,0,,,,
2024,April-2024 ,4/14/2024,Telangana,Telangana,RAMAGUNDEM STPSUnit 3,RAMAGUNDEM STPS UNIT 3,200,200,4.40,3.68,16.00,0.00,76.67,OK,0,Low Capacity,
2021,December-2021 ,12/28/2021,Madhya Pradesh,Madhya Pradesh,VINDHYACHAL STPSUnit 1,VINDHYACHAL STPS UNIT 1,210,0,4.32,0.00,15.00,210.00,0.00,OK,0,Low Capacity,
2018,May-2018 ,5/9/2018,Uttar Pradesh,Uttar Pradesh,TANDA TPSUnit 1,TANDA TPS UNIT 1,110,110,2.03,1.58,0.00,0.00,59.85,OK,0,Low Capacity,
2018,July-2018 ,7/25/2018,Bihar,Bihar,KAHALGAON TPSUnit 5,KAHALGAON TPS UNIT 5,500,500,9.45,9.62,0.00,0.00,80.17,OK,0,Low Capacity,
2022,April-2022 ,4/24/2022,Assam,Assam,BONGAIGAON TPPUnit 1,BONGAIGAON TPP UNIT 1,250,250,0.00,5.48,4.00,0.00,91.33,OK,0,Low Capacity,
2023,August-2026 ,8/22/2023,Haryana,Haryana,FARIDABAD CCPP,FARIDABAD CCPP,432,294,0.39,4.34,0.00,137.76,41.90,OK,0,Low Capacity,
2023,May-2023 ,5/8/2023,Uttar Pradesh,Uttar Pradesh,SINGRAULI STPSUnit 6,SINGRAULI STPS UNIT 6,500,500,11.74,11.81,18.00,0.00,98.42,OK,0,Low Capacity,
2018,March-2018 ,3/10/2018,West Bengal,West Bengal,FARAKKA STPSUnit 2,FARAKKA STPS UNIT 2,200,200,3.52,4.64,0.00,0.00,96.67,OK,0,Low Capacity,
2024,April-2024 ,4/23/2024,West Bengal,West Bengal,FARAKKA STPSUnit 2,FARAKKA STPS UNIT 2,200,0,4.43,0.00,28.00,200.00,0.00,OK,0,Low Capacity,
2023,October-2023 ,10/23/2023,Uttar Pradesh,Uttar Pradesh,UNCHAHAR TPSUnit 6,UNCHAHAR TPS UNIT 6,500,500,8.13,7.31,3.00,0.00,60.92,OK,0,Low Capacity,
2025,September-2025 ,9/25/2025,Uttar Pradesh,Uttar Pradesh,DADRI (NCTPP)Unit 3,DADRI (NCTPP) UNIT 3,210,210,3.27,3.32,25.00,0.00,65.87,OK,0,Low Capacity,
2017,September-2017 ,9/2/2017,Uttar Pradesh,Uttar Pradesh,RIHAND STPSUnit 3,RIHAND STPS UNIT 3,500,0,11.03,0.00,0.00,500.00,0.00,OK,0,Low Capacity,
2023,October-2023 ,10/8/2023,Uttar Pradesh,Uttar Pradesh,RIHAND STPSUnit 2,RIHAND STPS UNIT 2,500,500,11.74,11.83,28.00,0.00,98.58,OK,0,Low Capacity,
2017,December-2017 ,12/26/2017,Odisha,Odisha,TALCHER (OLD) TPSUnit 5,TALCHER (OLD) TPS UNIT 5,110,110,2.68,2.65,0.00,0.00,100.38,OK,0,Low Capacity,
2021,December-2021 ,12/26/2021,Uttar Pradesh,Uttar Pradesh,UNCHAHAR TPSUnit 3,UNCHAHAR TPS UNIT 3,210,210,2.48,3.77,10.00,0.00,74.80,OK,0,Low Capacity,
2018,May-2018 ,5/7/2018,Madhya Pradesh,Madhya Pradesh,VINDHYACHAL STPSUnit 5,VINDHYACHAL STPS UNIT 5,210,210,3.74,4.40,0.00,0.00,87.30,OK,0,Low Capacity,
2018,September-2018 ,9/21/2018,Delhi,Delhi,BADARPUR TPSUnit 1,BADARPUR TPS UNIT 1,95,0,0.00,0.00,0.00,95.00,0.00,OK,0,Low Capacity,
2022,December-2022 ,12/13/2022,Bihar,Bihar,KAHALGAON TPSUnit 6,KAHALGAON TPS UNIT 6,500,500,10.84,9.82,12.00,0.00,81.83,OK,0,Low Capacity,
2020,June-2020 ,6/12/2020,Karnataka,Karnataka,KUDGI STPPUnit 2,KUDGI STPP UNIT 2,800,0,0.00,0.00,39.00,800.00,0.00,OK,0,Low Capacity,
2025,December-2025 ,12/26/2025,Telangana,Telangana,RAMAGUNDEM STPSUnit 5,RAMAGUNDEM STPS UNIT 5,500,500,9.39,8.75,28.00,0.00,72.92,OK,0,Low Capacity,
2018,January-2018 ,1/22/2018,Uttar Pradesh,Uttar Pradesh,DADRI (NCTPP)Unit 5,DADRI (NCTPP) UNIT 5,490,490,7.29,9.44,0.00,0.00,80.27,OK,0,Low Capacity,
2025,July-2025 ,7/28/2025,Telangana,Telangana,TELANGANA STPP PH-1Unit 1,TELANGANA STPP PH-1 UNIT 1,800,0,14.84,0.00,40.00,800.00,0.00,OK,0,Low Capacity,
2017,Sep-2017,21-Sep-2017,Madhya Pradesh,,GADARWARA TPP_Unit 1,GADARWARA TPP UNIT 1,0,0,0,0,0,0,0,,,,
2025,January-2025 ,1/22/2025,Uttar Pradesh,Uttar Pradesh,DADRI (NCTPP)Unit 3,DADRI (NCTPP) UNIT 3,210,210,3.94,3.28,22.00,0.00,65.08,OK,0,Low Capacity,
2024,July-2024 ,7/31/2024,Assam,Assam,BONGAIGAON TPPUnit 2,BONGAIGAON TPP UNIT 2,250,250,5.35,5.12,26.00,0.00,85.33,OK,0,Low Capacity,
2021,December-2021 ,12/22/2021,Odisha,Odisha,TALCHER STPSUnit 5,TALCHER STPS UNIT 5,500,500,9.48,10.37,13.00,0.00,86.42,OK,0,Low Capacity,
2025,April-2025 ,4/14/2025,Uttar Pradesh,Uttar Pradesh,RIHAND STPSUnit 6,RIHAND STPS UNIT 6,500,500,11.33,10.74,23.00,0.00,89.50,OK,0,Low Capacity,
2023,July-2026 ,7/27/2023,Bihar,Bihar,BARH STPSUnit 2,BARH STPS UNIT 2,660,660,9.61,12.49,7.00,0.00,78.85,OK,0,High Capacity,
2020,October-2020 ,10/6/2020,Telangana,Telangana,RAMAGUNDEM STPSUnit 2,RAMAGUNDEM STPS UNIT 2,200,0,0.00,0.00,17.00,200.00,0.00,OK,0,Low Capacity,
2018,December-2018 ,12/6/2018,Uttar Pradesh,Uttar Pradesh,DADRI (NCTPP)Unit 5,DADRI (NCTPP) UNIT 5,490,490,6.57,9.79,0.00,0.00,83.25,OK,0,Low Capacity,
2024,October-2024 ,10/7/2024,Uttar Pradesh,Uttar Pradesh,RIHAND STPSUnit 1,RIHAND STPS UNIT 1,500,0,11.65,0.00,15.00,500.00,0.00,OK,0,Low Capacity,
2025,December-2025 ,12/16/2025,Telangana,Telangana,RAMAGUNDEM STPSUnit 6,RAMAGUNDEM STPS UNIT 6,500,500,8.97,8.75,29.00,0.00,72.92,OK,0,Low Capacity,
2018,June-2018 ,6/18/2018,Uttar Pradesh,Uttar Pradesh,UNCHAHAR TPSUnit 6,UNCHAHAR TPS UNIT 6,500,0,0.00,0.00,0.00,500.00,0.00,OK,0,Low Capacity,
2021,July-2021 ,7/9/2021,Telangana,Telangana,RAMAGUNDEM STPSUnit 4,RAMAGUNDEM STPS UNIT 4,500,500,9.10,12.25,8.00,0.00,102.08,OK,0,Low Capacity,
2025,February-2025 ,2/3/2025,Chhattisgarh,Chhattisgarh,SIPAT STPSUnit 5,SIPAT STPS UNIT 5,500,500,11.25,11.87,15.00,0.00,98.92,OK,0,Low Capacity,
2018,August-2018 ,8/20/2018,Uttar Pradesh,Uttar Pradesh,RIHAND STPSUnit 4,RIHAND STPS UNIT 4,500,500,10.16,10.99,0.00,0.00,91.58,OK,0,Low Capacity,
2023,May-2023 ,5/9/2023,Uttar Pradesh,Uttar Pradesh,SINGRAULI STPSUnit 7,SINGRAULI STPS UNIT 7,500,500,10.06,11.41,17.00,0.00,95.08,OK,0,Low Capacity,
2022,September-2022 ,9/5/2022,Uttar Pradesh,Uttar Pradesh,DADRI (NCTPP)Unit 6,DADRI (NCTPP) UNIT 6,490,490,4.07,8.89,5.00,0.00,75.60,OK,0,Low Capacity,
2025,October-2025 ,10/2/2025,Maharashtra,Maharashtra,SOLAPUR STPSUnit 1,SOLAPUR STPS UNIT 1,660,0,10.26,4.25,23.00,660.00,26.83,OK,0,Low Capacity,
2019,April-2019 ,4/1/2019,Bihar,Bihar,BARH IIUnit 5,BARH II UNIT 5,660,660,14.57,12.84,0.00,0.00,81.06,OK,0,High Capacity,
2018,October-2018 ,10/17/2018,Bihar,Bihar,BARH IIUnit 5,BARH II UNIT 5,660,660,12.32,14.96,0.00,0.00,94.44,OK,0,High Capacity,
2020,July-2020 ,7/1/2020,Uttar Pradesh,Uttar Pradesh,SINGRAULI STPSUnit 7,SINGRAULI STPS UNIT 7,500,500,10.16,10.87,15.00,0.00,90.58,OK,0,Low Capacity,
2022,October-2022 ,10/24/2022,Kerala,Kerala,R. GANDHI CCPP (Liq.),R. GANDHI CCPP (LIQ.),360,0,0.00,0.00,0.00,359.58,0.00,OK,0,Low Capacity,
2019,July-2019 ,7/8/2019,Telangana,Telangana,RAMAGUNDEM STPSUnit 4,RAMAGUNDEM STPS UNIT 4,500,500,9.81,9.02,24.00,0.00,75.17,OK,0,Low Capacity,
2024,September-2024 ,9/22/2024,Uttar Pradesh,Uttar Pradesh,AURAIYA CCPP,AURAIYA CCPP,663,0,2.46,0.00,0.00,663.36,0.00,OK,0,Low Capacity,
2024,October-2024 ,10/18/2024,Jharkhand,Jharkhand,NORTH KARANPURA TPPUnit 1,NORTH KARANPURA TPP UNIT 1,660,660,14.19,15.44,11.00,0.00,97.47,OK,0,High Capacity,
2022,June-2022 ,6/3/2022,Telangana,Telangana,RAMAGUNDEM STPSUnit 1,RAMAGUNDEM STPS UNIT 1,200,200,4.57,4.04,3.00,0.00,84.17,OK,0,Low Capacity,
2023,May-2023 ,5/15/2023,West Bengal,West Bengal,FARAKKA STPSUnit 6,FARAKKA STPS UNIT 6,500,500,9.68,9.49,11.00,0.00,79.08,OK,0,Low Capacity,
2020,February-2020 ,2/12/2020,Karnataka,Karnataka,KUDGI STPPUnit 3,KUDGI STPP UNIT 3,800,800,4.83,11.55,25.00,0.00,60.16,OK,0,High Capacity,
2022,April-2022 ,4/1/2022,Odisha,Odisha,TALCHER STPSUnit 1,TALCHER STPS UNIT 1,500,500,10.73,11.67,17.00,0.00,97.25,OK,0,Low Capacity,
2025,March-2025 ,3/15/2025,Telangana,Telangana,RAMAGUNDEM STPSUnit 2,RAMAGUNDEM STPS UNIT 2,200,200,4.42,3.53,27.00,0.00,73.54,OK,0,Low Capacity,
2020,July-2020 ,7/26/2020,Bihar,Bihar,BARAUNI TPSUnit 9,BARAUNI TPS UNIT 9,250,0,0.00,0.00,7.00,250.00,0.00,OK,0,Low Capacity,
2018,August-2018 ,8/26/2018,Uttar Pradesh,Uttar Pradesh,TANDA TPSUnit 2,TANDA TPS UNIT 2,110,0,2.00,0.73,0.00,110.00,27.65,OK,0,Low Capacity,
2017,Oct-2017,15-Oct-2017,Madhya Pradesh,,GADARWARA TPP_Unit 1,GADARWARA TPP UNIT 1,0,0,0,0,0,0,0,,,,
2017,October-2017 ,10/23/2017,Madhya Pradesh,Madhya Pradesh,VINDHYACHAL STPSUnit 8,VINDHYACHAL STPS UNIT 8,500,500,8.65,11.95,0.00,0.00,99.58,OK,0,Low Capacity,
2024,January-2024 ,1/22/2024,Maharashtra,Maharashtra,MAUDA TPSUnit 2,MAUDA TPS UNIT 2,500,500,0.00,11.49,18.00,0.00,95.75,OK,0,Low Capacity,
2018,February-2018 ,2/13/2018,Uttar Pradesh,Uttar Pradesh,UNCHAHAR TPSUnit 2,UNCHAHAR TPS UNIT 2,210,210,3.68,3.26,0.00,0.00,64.68,OK,0,Low Capacity,
2023,November-2023 ,11/20/2023,Uttar Pradesh,Uttar Pradesh,TANDA TPSUnit 1,TANDA TPS UNIT 1,110,110,2.07,1.54,6.00,0.00,58.33,OK,0,Low Capacity,
2019,Jan-2019,23-Jan-2019,Madhya Pradesh,,KHARGONE TPP_Unit 2,KHARGONE TPP UNIT 2,0,0,0,0,0,0,0,,,,
2025,October-2025 ,10/11/2025,Madhya Pradesh,Madhya Pradesh,VINDHYACHAL STPSUnit 13,VINDHYACHAL STPS UNIT 13,500,500,11.39,10.05,10.00,0.00,83.75,OK,0,Low Capacity,
2024,March-2024 ,3/10/2024,Telangana,Telangana,RAMAGUNDEM STPSUnit 4,RAMAGUNDEM STPS UNIT 4,500,500,11.03,10.96,18.00,0.00,91.33,OK,0,Low Capacity,
2018,May-2018 ,5/28/2018,Maharashtra,Maharashtra,SOLAPURUnit 1,SOLAPUR UNIT 1,660,660,7.13,9.91,0.00,0.00,62.56,OK,0,High Capacity,
2024,January-2024 ,1/31/2024,Haryana,Haryana,FARIDABAD CCPP,FARIDABAD CCPP,432,0,0.39,0.00,0.00,431.59,0.00,OK,0,Low Capacity,
2018,June-2018 ,6/2/2018,Gujarat,Gujarat,GANDHAR CCPP,GANDHAR CCPP,657,657,5.77,3.44,0.00,0.00,21.80,OK,0,High Capacity,
2019,November-2019 ,11/5/2019,Odisha,Odisha,TALCHER STPSUnit 2,TALCHER STPS UNIT 2,500,500,9.90,10.42,3.00,0.00,86.83,OK,0,Low Capacity,
2025,March-2025 ,3/26/2025,Chhattisgarh,Chhattisgarh,SIPAT STPSUnit 3,SIPAT STPS UNIT 3,660,660,14.03,15.64,23.00,0.00,98.74,OK,0,High Capacity,
2020,June-2020 ,6/15/2020,Uttar Pradesh,Uttar Pradesh,SINGRAULI STPSUnit 7,SINGRAULI STPS UNIT 7,500,500,11.07,11.18,17.00,0.00,93.17,OK,0,Low Capacity,
2018,August-2018 ,8/20/2018,Uttar Pradesh,Uttar Pradesh,AURAIYA CCPP,AURAIYA CCPP,663,0,1.42,2.27,0.00,663.36,14.26,OK,0,Low Capacity,
2022,July-2022 ,7/28/2022,Andhra Pradesh,Andhra Pradesh,SIMHADRIUnit 3,SIMHADRI UNIT 3,500,500,6.68,10.89,18.00,0.00,90.75,OK,0,Low Capacity,
2022,August-2022 ,8/4/2022,Chhattisgarh,Chhattisgarh,SIPAT STPSUnit 2,SIPAT STPS UNIT 2,660,660,0.00,15.36,8.00,0.00,96.97,OK,0,High Capacity,
2019,July-2019 ,7/2/2019,Telangana,Telangana,RAMAGUNDEM STPSUnit 4,RAMAGUNDEM STPS UNIT 4,500,500,9.81,11.37,22.00,0.00,94.75,OK,0,Low Capacity,
2019,May-2019 ,5/19/2019,Uttar Pradesh,Uttar Pradesh,UNCHAHAR TPSUnit 6,UNCHAHAR TPS UNIT 6,500,500,8.97,9.92,41.00,0.00,82.67,OK,0,Low Capacity,
2025,April-2025 ,4/28/2025,Bihar,Bihar,BARH STPSUnit 5,BARH STPS UNIT 5,660,0,13.90,0.00,32.00,660.00,0.00,OK,0,Low Capacity,
2021,March-2021 ,3/22/2021,Uttar Pradesh,Uttar Pradesh,DADRI (NCTPP)Unit 2,DADRI (NCTPP) UNIT 2,210,210,2.35,4.50,13.00,0.00,89.29,OK,0,Low Capacity,
2021,July-2021 ,7/20/2021,Odisha,Odisha,TALCHER STPSUnit 6,TALCHER STPS UNIT 6,500,500,9.52,8.75,11.00,0.00,72.92,OK,0,Low Capacity,
